symbol,company_name,series,date of listing,paid up value,market lot,isin number,face value,ingestion_time
LINC,Linc Limited,EQ,09-MAR-2015,5,1,INE802B01027,5,2026-02-18 17:27:57.692675
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10,2026-02-18 17:27:57.692675
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10,2026-02-18 17:27:57.692675
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1,2026-02-18 17:27:57.692675
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1,2026-02-18 17:27:57.692675
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1,2026-02-18 17:27:57.692675
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,2026-02-18 17:27:57.692675
LODHA,Lodha Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10,2026-02-18 17:27:57.692675
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,2026-02-18 17:27:57.692675
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-AUG-2023,10,1,INE846D01012,10,2026-02-18 17:27:57.692675
LOTUSDEV,Sri Lotus Developers and Realty Limited,EQ,06-AUG-2025,1,1,INE0V9Q01010,1,2026-02-18 17:27:57.692675
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10,2026-02-18 17:27:57.692675
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10,2026-02-18 17:27:57.692675
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1,2026-02-18 17:27:57.692675
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,2026-02-18 17:27:57.692675
LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10,2026-02-18 17:27:57.692675
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1,2026-02-18 17:27:57.692675
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1,2026-02-18 17:27:57.692675
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2,2026-02-18 17:27:57.692675
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10,2026-02-18 17:27:57.692675
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2,2026-02-18 17:27:57.692675
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2,2026-02-18 17:27:57.692675
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2,2026-02-18 17:27:57.692675
LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2,2026-02-18 17:27:57.692675
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10,2026-02-18 17:27:57.692675
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10,2026-02-18 17:27:57.692675
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5,2026-02-18 17:27:57.692675
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,2026-02-18 17:27:57.692675
MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10,2026-02-18 17:27:57.692675
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,2026-02-18 17:27:57.692675
MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1,2026-02-18 17:27:57.692675
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10,2026-02-18 17:27:57.692675
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10,2026-02-18 17:27:57.692675
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10,2026-02-18 17:27:57.692675
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10,2026-02-18 17:27:57.692675
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10,2026-02-18 17:27:57.692675
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10,2026-02-18 17:27:57.692675
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10,2026-02-18 17:27:57.692675
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10,2026-02-18 17:27:57.692675
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,2026-02-18 17:27:57.692675
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10,2026-02-18 17:27:57.692675
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5,2026-02-18 17:27:57.692675
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10,2026-02-18 17:27:57.692675
MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10,2026-02-18 17:27:57.692675
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10,2026-02-18 17:27:57.692675
MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10,1,INE0TO701015,10,2026-02-18 17:27:57.692675
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,2026-02-18 17:27:57.692675
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2,2026-02-18 17:27:57.692675
MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1,2026-02-18 17:27:57.692675
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5,2026-02-18 17:27:57.692675
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2,2026-02-18 17:27:57.692675
MANBA,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10,2026-02-18 17:27:57.692675
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10,2026-02-18 17:27:57.692675
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10,2026-02-18 17:27:57.692675
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5,2026-02-18 17:27:57.692675
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,2026-02-18 17:27:57.692675
MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1,2026-02-18 17:27:57.692675
MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,2,1,INE00VM01036,2,2026-02-18 17:27:57.692675
MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10,2026-02-18 17:27:57.692675
MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2,2026-02-18 17:27:57.692675
MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1,2026-02-18 17:27:57.692675
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2,2026-02-18 17:27:57.692675
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10,2026-02-18 17:27:57.692675
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5,2026-02-18 17:27:57.692675
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1,2026-02-18 17:27:57.692675
MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2,2026-02-18 17:27:57.692675
MARKOLINES,Markolines Pavement Technologies Limited,EQ,14-OCT-2025,10,1,INE0FW001016,10,2026-02-18 17:27:57.692675
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1,2026-02-18 17:27:57.692675
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5,2026-02-18 17:27:57.692675
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10,2026-02-18 17:27:57.692675
MASKINVEST,Mask Investments Limited,EQ,14-OCT-2016,10,1,INE885F01015,10,2026-02-18 17:27:57.692675
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5,2026-02-18 17:27:57.692675
MASTERTR,Master Trust Limited,EQ,12-NOV-2024,1,1,INE677D01037,1,2026-02-18 17:27:57.692675
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5,2026-02-18 17:27:57.692675
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10,2026-02-18 17:27:57.692675
MAXESTATES,Max Estates Limited,EQ,30-OCT-2023,10,1,INE03EI01018,10,2026-02-18 17:27:57.692675
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10,2026-02-18 17:27:57.692675
MAXIND,Max India Limited,EQ,28-AUG-2020,10,1,INE0CG601016,10,2026-02-18 17:27:57.692675
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5,2026-02-18 17:27:57.692675
MAZDA,Mazda Limited,EQ,01-NOV-2016,2,1,INE885E01042,2,2026-02-18 17:27:57.692675
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,5,1,INE249Z01020,5,2026-02-18 17:27:57.692675
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10,1,INE900L01010,10,2026-02-18 17:27:57.692675
MBEL,M & B Engineering Limited,EQ,06-AUG-2025,10,1,INE08N601015,10,2026-02-18 17:27:57.692675
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10,2026-02-18 17:27:57.692675
MCLEODRUSS,Mcleod Russel India Limited,EQ,29-JUL-2005,5,1,INE942G01012,5,2026-02-18 17:27:57.692675
MCLOUD,Magellanic Cloud Limited,EQ,07-FEB-2025,2,1,INE613C01026,2,2026-02-18 17:27:57.692675
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,2,1,INE745G01043,2,2026-02-18 17:27:57.692675
MEDANTA,Global Health Limited,EQ,16-NOV-2022,2,1,INE474Q01031,2,2026-02-18 17:27:57.692675
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5,1,INE456Z01021,5,2026-02-18 17:27:57.692675
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10,2026-02-18 17:27:57.692675
MEDICO,Medico Remedies Limited,EQ,26-MAY-2022,2,1,INE630Y01024,2,2026-02-18 17:27:57.692675
MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2,2026-02-18 17:27:57.692675
MEESHO,Meesho Limited,EQ,10-DEC-2025,1,1,INE0VDM01015,1,2026-02-18 17:27:57.692675
MEIL,Mangal Electrical Industries Limited,EQ,28-AUG-2025,10,1,INE0PKD01011,10,2026-02-18 17:27:57.692675
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1,2026-02-18 17:27:57.692675
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5,2026-02-18 17:27:57.692675
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2,2026-02-18 17:27:57.692675
MFML,Mahalaxmi Fabric Mills Limited,EQ,27-AUG-2024,10,1,INE0US801024,10,2026-02-18 17:27:57.692675
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2,2026-02-18 17:27:57.692675
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,1,1,INE0APB01032,1,2026-02-18 17:27:57.692675
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10,2026-02-18 17:27:57.692675
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10,2026-02-18 17:27:57.692675
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10,2026-02-18 17:27:57.692675
MICEL,MIC Electronics Limited,EQ,17-DEC-2021,2,1,INE287C01037,2,2026-02-18 17:27:57.692675
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10,2026-02-18 17:27:57.692675
MIDWESTLTD,Midwest Limited,EQ,24-OCT-2025,5,1,INE0XAD01024,5,2026-02-18 17:27:57.692675
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2,2026-02-18 17:27:57.692675
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10,2026-02-18 17:27:57.692675
MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1,2026-02-18 17:27:57.692675
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2,2026-02-18 17:27:57.692675
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10,1,INE828O01033,10,2026-02-18 17:27:57.692675
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,1,1,INE997Y01027,1,2026-02-18 17:27:57.692675
MKPL,M K Proteins Limited,EQ,13-JUN-2023,1,1,INE964W01021,1,2026-02-18 17:27:57.692675
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10,2026-02-18 17:27:57.692675
MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10,2026-02-18 17:27:57.692675
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1,2026-02-18 17:27:57.692675
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-DEC-2024,2,1,INE0HLU01028,2,2026-02-18 17:27:57.692675
MODINATUR,Modi Naturals Limited,EQ,11-DEC-2025,10,1,INE537F01012,10,2026-02-18 17:27:57.692675
MODIRUBBER,Modi Rubber Limited,EQ,07-FEB-1996,10,1,INE832A01018,10,2026-02-18 17:27:57.692675
MODIS,Modis Navnirman Limited,EQ,14-NOV-2025,10,1,INE0L0L01012,10,2026-02-18 17:27:57.692675
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1,2026-02-18 17:27:57.692675
MODTHREAD,Modern Threads (India) Limited,EQ,22-NOV-1995,10,50,INE794W01014,10,2026-02-18 17:27:57.692675
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10,2026-02-18 17:27:57.692675
MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10,2026-02-18 17:27:57.692675
MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2,2026-02-18 17:27:57.692675
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1,2026-02-18 17:27:57.692675
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2,2026-02-18 17:27:57.692675
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5,2026-02-18 17:27:57.692675
MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10,2026-02-18 17:27:57.692675
MONEYBOXX,Moneyboxx Finance Limited,EQ,15-OCT-2025,10,1,INE296Q01012,10,2026-02-18 17:27:57.692675
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10,2026-02-18 17:27:57.692675
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2,2026-02-18 17:27:57.692675
MOSCHIP,Moschip Technologies Limited,EQ,05-FEB-2025,2,1,INE935B01025,2,2026-02-18 17:27:57.692675
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1,2026-02-18 17:27:57.692675
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1,2026-02-18 17:27:57.692675
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,INE0FRK01020,1,2026-02-18 17:27:57.692675
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5,2026-02-18 17:27:57.692675
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10,2026-02-18 17:27:57.692675
MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10,2026-02-18 17:27:57.692675
MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10,2026-02-18 17:27:57.692675
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10,2026-02-18 17:27:57.692675
MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10,2026-02-18 17:27:57.692675
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10,2026-02-18 17:27:57.692675
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1,2026-02-18 17:27:57.692675
MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10,2026-02-18 17:27:57.692675
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10,2026-02-18 17:27:57.692675
MUFIN,Mufin Green Finance Limited,EQ,06-NOV-2023,1,1,INE08KJ01020,1,2026-02-18 17:27:57.692675
MUFTI,Credo Brands Marketing Limited,EQ,27-DEC-2023,2,1,INE220Q01020,2,2026-02-18 17:27:57.692675
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10,2026-02-18 17:27:57.692675
MUKKA,Mukka Proteins Limited,EQ,07-MAR-2024,1,1,INE0CG401037,1,2026-02-18 17:27:57.692675
MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5,2026-02-18 17:27:57.692675
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2,2026-02-18 17:27:57.692675
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2,2026-02-18 17:27:57.692675
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10,2026-02-18 17:27:57.692675
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10,2026-02-18 17:27:57.692675
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10,2026-02-18 17:27:57.692675
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-DEC-2023,10,1,INE046W01019,10,2026-02-18 17:27:57.692675
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,INE0KNT01012,10,2026-02-18 17:27:57.692675
MWL,Mangalam Worldwide Limited,EQ,18-SEP-2025,10,1,INE0JYY01011,10,2026-02-18 17:27:57.692675
NACLIND,NACL Industries Limited,EQ,07-APR-2017,1,1,INE295D01020,1,2026-02-18 17:27:57.692675
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-JUN-2016,1,1,INE454M01024,1,2026-02-18 17:27:57.692675
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-SEP-2007,5,1,INE245I01016,5,2026-02-18 17:27:57.692675
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5,2026-02-18 17:27:57.692675
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5,2026-02-18 17:27:57.692675
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10,2026-02-18 17:27:57.692675
NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5,2026-02-18 17:27:57.692675
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5,2026-02-18 17:27:57.692675
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10,2026-02-18 17:27:57.692675
NARMADA,Narmada Agrobase Limited,EQ,27-OCT-2022,10,1,INE117Z01011,10,2026-02-18 17:27:57.692675
NATCAPSUQ,Natural Capsules Limited,EQ,14-FEB-2025,10,1,INE936B01015,10,2026-02-18 17:27:57.692675
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2,2026-02-18 17:27:57.692675
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10,2026-02-18 17:27:57.692675
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5,2026-02-18 17:27:57.692675
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,2,1,INE663F01032,2,2026-02-18 17:27:57.692675
NAVA,NAVA LIMITED,EQ,03-APR-1996,1,1,INE725A01030,1,2026-02-18 17:27:57.692675
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2,2026-02-18 17:27:57.692675
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10,2026-02-18 17:27:57.692675
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2,2026-02-18 17:27:57.692675
NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,2,1,INE418L01047,2,2026-02-18 17:27:57.692675
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1,2026-02-18 17:27:57.692675
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5,2026-02-18 17:27:57.692675
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2,2026-02-18 17:27:57.692675
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10,2026-02-18 17:27:57.692675
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10,2026-02-18 17:27:57.692675
NDL,Nandan Denim Limited,EQ,23-MAR-2012,1,1,INE875G01048,1,2026-02-18 17:27:57.692675
NDLVENTURE,NDL Ventures Limited,EQ,24-APR-2007,10,1,INE353A01023,10,2026-02-18 17:27:57.692675
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10,2026-02-18 17:27:57.692675
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4,2026-02-18 17:27:57.692675
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10,2026-02-18 17:27:57.692675
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2,2026-02-18 17:27:57.692675
NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10,2026-02-18 17:27:57.692675
NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10,2026-02-18 17:27:57.692675
NEPHROPLUS,Nephrocare Health Services Limited,EQ,17-DEC-2025,2,1,INE428V01029,2,2026-02-18 17:27:57.692675
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2,2026-02-18 17:27:57.692675
NESTLEIND,Nestle India Limited,EQ,01-AUG-2023,1,1,INE239A01024,1,2026-02-18 17:27:57.692675
NETWEB,Netweb Technologies India Limited,EQ,27-JUL-2023,2,1,INE0NT901020,2,2026-02-18 17:27:57.692675
NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5,2026-02-18 17:27:57.692675
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10,2026-02-18 17:27:57.692675
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10,2026-02-18 17:27:57.692675
NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10,1,INE747B01016,10,2026-02-18 17:27:57.692675
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10,2026-02-18 17:27:57.692675
NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10,2026-02-18 17:27:57.692675
NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5,1,INE887E01022,5,2026-02-18 17:27:57.692675
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10,2026-02-18 17:27:57.692675
NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10,2026-02-18 17:27:57.692675
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5,2026-02-18 17:27:57.692675
NIBE,NIBE Limited,EQ,07-FEB-2025,10,1,INE149O01018,10,2026-02-18 17:27:57.692675
NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2,2026-02-18 17:27:57.692675
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2,2026-02-18 17:27:57.692675
NIITMTS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2,1,INE342G01023,2,2026-02-18 17:27:57.692675
NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,INE937C01029,1,2026-02-18 17:27:57.692675
NILASPACES,Nila Spaces Limited,EQ,28-DEC-2018,1,1,INE00S901012,1,2026-02-18 17:27:57.692675
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10,2026-02-18 17:27:57.692675
NINSYS,NINtec Systems Limited,EQ,21-FEB-2023,10,1,INE395U01014,10,2026-02-18 17:27:57.692675
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5,2026-02-18 17:27:57.692675
NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10,2026-02-18 17:27:57.692675
NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10,2026-02-18 17:27:57.692675
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10,2026-02-18 17:27:57.692675
NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10,1,INE439T01012,10,2026-02-18 17:27:57.692675
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-NOV-2024,10,1,INE995S01015,10,2026-02-18 17:27:57.692675
NKIND,NK Industries Limited,EQ,07-JUL-1995,10,1,INE542C01019,10,2026-02-18 17:27:57.692675
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10,2026-02-18 17:27:57.692675
NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1,2026-02-18 17:27:57.692675
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10,2026-02-18 17:27:57.692675
