symbol,company,isin,sector
TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011,UNKNOWN
TBOTEK,TBO Tek Limited,INE673O01025,UNKNOWN
TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018,UNKNOWN
TCI,Transport Corporation of India Limited,INE688A01022,UNKNOWN
TCIEXP,TCI Express Limited,INE586V01016,UNKNOWN
TCIFINANCE,TCI Finance Limited,INE911B01018,UNKNOWN
TCPLPACK,TCPL Packaging Limited,INE822C01015,UNKNOWN
TCS,Tata Consultancy Services Limited,INE467B01029,UNKNOWN
TDPOWERSYS,TD Power Systems Limited,INE419M01027,UNKNOWN
TEAMGTY,Team India Guaranty Limited,INE289C01025,UNKNOWN
TEAMLEASE,Teamlease Services Limited,INE985S01024,UNKNOWN
TECHM,Tech Mahindra Limited,INE669C01036,UNKNOWN
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,UNKNOWN
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011,UNKNOWN
TEGA,Tega Industries Limited,INE011K01018,UNKNOWN
TEJASNET,Tejas Networks Limited,INE010J01012,UNKNOWN
TEMBO,Tembo Global Industries Limited,INE869Y01010,UNKNOWN
TENNIND,Tenneco Clean Air India Limited,INE19RI01016,UNKNOWN
TERASOFT,Tera Software Limited,INE482B01010,UNKNOWN
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024,UNKNOWN
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013,UNKNOWN
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,UNKNOWN
TFCILTD,Tourism Finance Corporation of India Limited,INE305A01023,UNKNOWN
TFL,Transwarranty Finance Limited,INE804H01012,UNKNOWN
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018,UNKNOWN
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,UNKNOWN
THEINVEST,The Investment Trust Of India Limited,INE924D01017,UNKNOWN
THEJO,Thejo Engineering Limited,INE121N01019,UNKNOWN
THELEELA,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,UNKNOWN
THEMISMED,Themis Medicare Limited,INE083B01024,UNKNOWN
THERMAX,Thermax Limited,INE152A01029,UNKNOWN
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,UNKNOWN
THOMASCOTT,Thomas Scott (India) Limited,INE480M01011,UNKNOWN
THYROCARE,Thyrocare Technologies Limited,INE594H01019,UNKNOWN
TI,Tilaknagar Industries Limited,INE133E01013,UNKNOWN
TICL,Twamev Construction and Infrastructure Limited,INE388G01026,UNKNOWN
TIGERLOGS,Tiger Logistics (India) Limited,INE906O01029,UNKNOWN
TIIL,Technocraft Industries (India) Limited,INE545H01011,UNKNOWN
TIINDIA,Tube Investments of India Limited,INE974X01010,UNKNOWN
TIJARIA,Tijaria Polypipes Limited,INE440L01017,UNKNOWN
TIL,TIL Limited,INE806C01018,UNKNOWN
TIMETECHNO,Time Technoplast Limited,INE508G01029,UNKNOWN
TIMKEN,Timken India Limited,INE325A01013,UNKNOWN
TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016,UNKNOWN
TIPSFILMS,Tips Films Limited,INE0LQS01015,UNKNOWN
TIPSMUSIC,Tips Music Limited,INE716B01029,UNKNOWN
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024,UNKNOWN
TIRUPATIFL,Tirupati Forge Limited,INE319Y01024,UNKNOWN
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,UNKNOWN
TITAN,Titan Company Limited,INE280A01028,UNKNOWN
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,UNKNOWN
TMCV,Tata Motors Limited,INE1TAE01010,UNKNOWN
TMPV,Tata Motors Passenger Vehicles Limited,INE155A01022,UNKNOWN
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019,UNKNOWN
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015,UNKNOWN
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018,UNKNOWN
TOKYOPLAST,Tokyo Plast International Limited,INE932C01012,UNKNOWN
TOLINS,Tolins Tyres Limited,INE0RWQ01014,UNKNOWN
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,UNKNOWN
TORNTPOWER,Torrent Power Limited,INE813H01021,UNKNOWN
TOTAL,Total Transport Systems Limited,INE336X01012,UNKNOWN
TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013,UNKNOWN
TPHQ,Teamo Productions HQ Limited,INE065J01024,UNKNOWN
TPLPLASTEH,TPL Plastech Limited,INE413G01022,UNKNOWN
TRACXN,Tracxn Technologies Limited,INE0HMF01019,UNKNOWN
TRANSRAILL,Transrail Lighting Limited,INE454P01035,UNKNOWN
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,UNKNOWN
TRAVELFOOD,Travel Food Services Limited,INE103V01028,UNKNOWN
TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013,UNKNOWN
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015,UNKNOWN
TREL,Transindia Real Estate Limited,INE0O3901029,UNKNOWN
TRENT,Trent Limited,INE849A01020,UNKNOWN
TRF,TRF Limited,INE391D01019,UNKNOWN
TRIDENT,Trident Limited,INE064C01022,UNKNOWN
TRIGYN,Trigyn Technologies Limited,INE948A01012,UNKNOWN
TRITURBINE,Triveni Turbine Limited,INE152M01016,UNKNOWN
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,UNKNOWN
TRU,TruCap Finance Limited,INE615R01029,UNKNOWN
TRUALT,TruAlt Bioenergy Limited,INE0MWH01014,UNKNOWN
TSFINV,TSF INVESTMENTS LIMITED,INE202Z01029,UNKNOWN
TTKHLTCARE,TTK Healthcare Limited,INE910C01018,UNKNOWN
TTKPRESTIG,TTK Prestige Limited,INE690A01028,UNKNOWN
TTL,T T Limited,INE592B01024,UNKNOWN
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,UNKNOWN
TVSELECT,TVS Electronics Limited,INE236G01019,UNKNOWN
TVSHLTD,TVS Holdings Limited,INE105A01035,UNKNOWN
TVSMOTOR,TVS Motor Company Limited,INE494B01023,UNKNOWN
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,UNKNOWN
TVSSRICHAK,TVS Srichakra Limited,INE421C01016,UNKNOWN
TVTODAY,TV Today Network Limited,INE038F01029,UNKNOWN
TVVISION,TV Vision Limited,INE871L01013,UNKNOWN
UBL,United Breweries Limited,INE686F01025,UNKNOWN
UCAL,UCAL LIMITED,INE139B01016,UNKNOWN
UCOBANK,UCO Bank,INE691A01018,UNKNOWN
UDS,Updater Services Limited,INE851I01011,UNKNOWN
UFBL,United Foodbrands Limited,INE382M01027,UNKNOWN
UFLEX,UFLEX Limited,INE516A01017,UNKNOWN
UFO,UFO Moviez India Limited,INE527H01019,UNKNOWN
UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023,UNKNOWN
UGROCAP,Ugro Capital Limited,INE583D01011,UNKNOWN
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,UNKNOWN
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,UNKNOWN
UMAEXPORTS,Uma Exports Limited,INE0GIU01018,UNKNOWN
UMESLTD,Usha Martin Education & Solutions Limited,INE240C01028,UNKNOWN
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018,UNKNOWN
UNICHEMLAB,Unichem Laboratories Limited,INE351A01035,UNKNOWN
UNIDT,United Drilling Tools Limited,INE961D01019,UNKNOWN
UNIECOM,Unicommerce Esolutions Limited,INE00U401027,UNKNOWN
UNIENTER,Uniphos Enterprises Limited,INE037A01022,UNKNOWN
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011,UNKNOWN
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,UNKNOWN
UNIONBANK,Union Bank of India,INE692A01016,UNKNOWN
UNIPARTS,Uniparts India Limited,INE244O01017,UNKNOWN
UNITDSPR,United Spirits Limited,INE854D01024,UNKNOWN
UNITECH,Unitech Limited,INE694A01020,UNKNOWN
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01029,UNKNOWN
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011,UNKNOWN
UNIVASTU,Univastu India Limited,INE562X01013,UNKNOWN
UNIVCABLES,Universal Cables Limited,INE279A01012,UNKNOWN
UNIVPHOTO,Universus Photo Imagings Limited,INE03V001013,UNKNOWN
UNOMINDA,UNO Minda Limited,INE405E01023,UNKNOWN
UPL,UPL Limited,INE628A01036,UNKNOWN
URAVIDEF,Uravi Defence and Technology Limited,INE568Z01015,UNKNOWN
URBANCO,Urban Company Limited,INE0CAZ01013,UNKNOWN
URJA,Urja Global Limited,INE550C01020,UNKNOWN
USHAMART,Usha Martin Limited,INE228A01035,UNKNOWN
USK,Udayshivakumar Infra Limited,INE0N0Y01013,UNKNOWN
UTIAMC,UTI Asset Management Company Limited,INE094J01016,UNKNOWN
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017,UNKNOWN
UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024,UNKNOWN
UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031,UNKNOWN
UYFINCORP,U. Y. Fincorp Limited,INE152C01025,UNKNOWN
V2RETAIL,V2 Retail Limited,INE945H01013,UNKNOWN
VADILALIND,Vadilal Industries Limited,INE694D01016,UNKNOWN
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,UNKNOWN
VAISHALI,Vaishali Pharma Limited,INE972X01022,UNKNOWN
VAKRANGEE,Vakrangee Limited,INE051B01021,UNKNOWN
VALIANTLAB,Valiant Laboratories Limited,INE0JWS01017,UNKNOWN
VALIANTORG,Valiant Organics Limited,INE565V01010,UNKNOWN
VARDHACRLC,Vardhman Acrylics Limited,INE116G01013,UNKNOWN
VARDMNPOLY,Vardhman Polytex Limited,INE835A01029,UNKNOWN
VARROC,Varroc Engineering Limited,INE665L01035,UNKNOWN
VASCONEQ,Vascon Engineers Limited,INE893I01013,UNKNOWN
VASWANI,Vaswani Industries Limited,INE590L01019,UNKNOWN
VBL,Varun Beverages Limited,INE200M01039,UNKNOWN
VCL,Vaxtex Cotfab Limited,INE098201036,UNKNOWN
VEDL,Vedanta Limited,INE205A01025,UNKNOWN
VEEDOL,Veedol Corporation Limited,INE484C01030,UNKNOWN
VENKEYS,Venky's (India) Limited,INE398A01010,UNKNOWN
VENTIVE,Ventive Hospitality Limited,INE781S01027,UNKNOWN
VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018,UNKNOWN
VENUSREM,Venus Remedies Limited,INE411B01019,UNKNOWN
VERANDA,Veranda Learning Solutions Limited,INE0IQ001011,UNKNOWN
VERTOZ,Vertoz Limited,INE188Y01031,UNKNOWN
VESUVIUS,Vesuvius India Limited,INE386A01023,UNKNOWN
VETO,Veto Switchgears And Cables Limited,INE918N01018,UNKNOWN
VGL,VARVEE GLOBAL LIMITED,INE273D01019,UNKNOWN
VGUARD,V-Guard Industries Limited,INE951I01027,UNKNOWN
VHL,Vardhman Holdings Limited,INE701A01023,UNKNOWN
VHLTD,Viceroy Hotels Limited,INE048C01025,UNKNOWN
VIDHIING,Vidhi Specialty Food Ingredients Limited,INE632C01026,UNKNOWN
VIDYAWIRES,Vidya Wires Limited,INE14UN01029,UNKNOWN
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,UNKNOWN
VIJIFIN,Viji Finance Limited,INE159N01027,UNKNOWN
VIKASECO,Vikas EcoTech Limited,INE806A01020,UNKNOWN
VIKASLIFE,Vikas Lifecare Limited,INE161L01027,UNKNOWN
VIKRAMSOLR,Vikram Solar Limited,INE078V01014,UNKNOWN
VIKRAN,Vikran Engineering Limited,INE01R501028,UNKNOWN
VIMTALABS,Vimta Labs Limited,INE579C01029,UNKNOWN
VINATIORGA,Vinati Organics Limited,INE410B01037,UNKNOWN
VINCOFE,Vintage Coffee And Beverages Limited,INE498Q01014,UNKNOWN
VINDHYATEL,Vindhya Telelinks Limited,INE707A01012,UNKNOWN
VINEET-RE,Vineet Laboratories Limited-RE,INE505Y20010,UNKNOWN
VINEETLAB,Vineet Laboratories Limited,INE505Y01010,UNKNOWN
VINNY,Vinny Overseas Limited,INE01KI01027,UNKNOWN
VINYLINDIA,Vinyl Chemicals (India) Limited,INE250B01029,UNKNOWN
VIPCLOTHNG,VIP Clothing Limited,INE450G01024,UNKNOWN
VIPIND,VIP Industries Limited,INE054A01027,UNKNOWN
VIPULLTD,Vipul Limited,INE946H01037,UNKNOWN
VIRINCHI,Virinchi Limited,INE539B01017,UNKNOWN
VISAKAIND,Visaka Industries Limited,INE392A01021,UNKNOWN
VISASTEEL,Visa Steel Limited,INE286H01012,UNKNOWN
VISHNU,Vishnu Chemicals Limited,INE270I01022,UNKNOWN
VISHWARAJ,Vishwaraj Sugar Industries Limited,INE430N01022,UNKNOWN
VIVIDHA,Visagar Polytex Limited,INE370E01029,UNKNOWN
VIVIMEDLAB,Vivimed Labs Limited,INE526G01021,UNKNOWN
VIYASH,Viyash Scientific Limited,INE807F01027,UNKNOWN
VLEGOV,VL E-Governance & IT Solutions Limited,INE03HW01020,UNKNOWN
VLSFINANCE,VLS Finance Limited,INE709A01018,UNKNOWN
VMART,V-Mart Retail Limited,INE665J01013,UNKNOWN
VMM,Vishal Mega Mart Limited,INE01EA01019,UNKNOWN
VMSTMT,VMS TMT Limited,INE0SJA01013,UNKNOWN
VOLTAMP,Voltamp Transformers Limited,INE540H01012,UNKNOWN
VOLTAS,Voltas Limited,INE226A01021,UNKNOWN
VPRPL,Vishnu Prakash R Punglia Limited,INE0AE001013,UNKNOWN
VRAJ,Vraj Iron and Steel Limited,INE0S2V01010,UNKNOWN
VRLLOG,VRL Logistics Limited,INE366I01010,UNKNOWN
VSSL,Vardhman Special Steels Limited,INE050M01012,UNKNOWN
VSTIND,VST Industries Limited,INE710A01016,UNKNOWN
VSTL,Vibhor Steel Tubes Limited,INE0QTF01015,UNKNOWN
VSTTILLERS,V.S.T Tillers Tractors Limited,INE764D01017,UNKNOWN
VTL,Vardhman Textiles Limited,INE825A01020,UNKNOWN
WAAREEENER,Waaree Energies Limited,INE377N01017,UNKNOWN
WAAREEINDO,Indosolar Limited,INE866K01023,UNKNOWN
WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,UNKNOWN
WABAG,VA Tech Wabag Limited,INE956G01038,UNKNOWN
WAKEFIT,Wakefit Innovations Limited,INE0E7301029,UNKNOWN
WALCHANNAG,Walchandnagar Industries Limited,INE711A01022,UNKNOWN
WANBURY,Wanbury Limited,INE107F01022,UNKNOWN
WCIL,Western Carriers (India) Limited,INE0CJF01024,UNKNOWN
WEALTH,Wealth First Portfolio Managers Limited,INE658T01017,UNKNOWN
WEBELSOLAR,Websol Energy System Limited,INE855C01023,UNKNOWN
WEIZMANIND,Weizmann Limited,INE080A01014,UNKNOWN
WEL,Wonder Electricals Limited,INE02WG01024,UNKNOWN
WELCORP,Welspun Corp Limited,INE191B01025,UNKNOWN
WELENT,Welspun Enterprises Limited,INE625G01013,UNKNOWN
WELINV,Welspun Investments and Commercials Limited,INE389K01018,UNKNOWN
WELSPUNLIV,Welspun Living Limited,INE192B01031,UNKNOWN
WENDT,Wendt (India) Limited,INE274C01019,UNKNOWN
WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,UNKNOWN
WEWIN,WE WIN LIMITED,INE082W01014,UNKNOWN
WEWORK,WeWork India Management Limited,INE085001019,UNKNOWN
WHEELS,Wheels India Limited,INE715A01015,UNKNOWN
WHIRLPOOL,Whirlpool of India Limited,INE716A01013,UNKNOWN
WILLAMAGOR,Williamson Magor & Company Limited,INE210A01017,UNKNOWN
WINDLAS,Windlas Biotech Limited,INE0H5O01029,UNKNOWN
WINDMACHIN,Windsor Machines Limited,INE052A01021,UNKNOWN
WINSOME,Winsome Yarns Limited,INE784B01035,UNKNOWN
WIPL,The Western India Plywoods Limited,INE215F01023,UNKNOWN
WIPRO,Wipro Limited,INE075A01022,UNKNOWN
WOCKPHARMA,Wockhardt Limited,INE049B01025,UNKNOWN
WONDERLA,Wonderla Holidays Limited,INE066O01014,UNKNOWN
WORTHPERI,Worth Peripherals Limited,INE196Y01018,UNKNOWN
WSI,W S Industries (I) Limited,INE100D01014,UNKNOWN
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,UNKNOWN
XCHANGING,Xchanging Solutions Limited,INE692G01013,UNKNOWN
XELPMOC,Xelpmoc Design And Tech Limited,INE01P501012,UNKNOWN
XPROINDIA,Xpro India Limited,INE445C01015,UNKNOWN
XTGLOBAL,Xtglobal Infotech Limited,INE547B01028,UNKNOWN
YASHO,Yasho Industries Limited,INE616Z01012,UNKNOWN
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,UNKNOWN
YATRA,Yatra Online Limited,INE0JR601024,UNKNOWN
YESBANK,Yes Bank Limited,INE528G01035,UNKNOWN
YUKEN,Yuken India Limited,INE384C01016,UNKNOWN
ZAGGLE,Zaggle Prepaid Ocean Services Limited,INE07K301024,UNKNOWN
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,UNKNOWN
ZEELEARN,Zee Learn Limited,INE565L01011,UNKNOWN
ZEEMEDIA,Zee Media Corporation Limited,INE966H01019,UNKNOWN
ZENITHEXPO,Zenith Exports Limited,INE058B01018,UNKNOWN
ZENITHSTL,Zenith Steel Pipes & Industries Limited,INE318D01020,UNKNOWN
ZENSARTECH,Zensar Technologies Limited,INE520A01027,UNKNOWN
ZENTEC,Zen Technologies Limited,INE251B01027,UNKNOWN
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,UNKNOWN
ZIMLAB,Zim Laboratories Limited,INE518E01015,UNKNOWN
ZODIAC,Zodiac Energy Limited,INE761Y01019,UNKNOWN
ZODIACLOTH,Zodiac Clothing Company Limited,INE206B01013,UNKNOWN
ZOTA,Zota Health Care LImited,INE358U01012,UNKNOWN
ZUARI,Zuari Agro Chemicals Limited,INE840M01016,UNKNOWN
ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,UNKNOWN
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,UNKNOWN
ZYDUSWELL,Zydus Wellness Limited,INE768C01028,UNKNOWN
